Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
118,Dewayne Dedmon\dedmode01,C,30,SAC,24,4,14.3,2.0,4.7,.420,0.5,2.2,.231,1.5,2.5,.583,.473,0.7,0.8,.842,1.2,2.9,4.1,0.4,0.4,0.5,1.5,2.5,5.1
119,Matthew Dellavedova\dellama01,PG,29,CLE,35,0,13.1,0.9,3.0,.314,0.2,1.7,.138,0.7,1.3,.532,.352,0.6,0.6,.955,0.3,1.0,1.3,2.7,0.4,0.0,0.8,1.6,2.7
120,DeMar DeRozan\derozde01,SF,30,SAS,35,35,33.9,8.5,16.0,.530,0.2,0.7,.304,8.3,15.3,.539,.536,4.6,5.7,.813,0.6,4.6,5.1,4.9,0.9,0.3,2.5,2.8,21.7
121,Cheick Diallo\diallch01,C,23,PHO,23,0,9.3,2.0,3.0,.667,0.0,0.0,1.000,2.0,3.0,.662,.674,0.8,0.9,.857,0.7,2.0,2.7,0.5,0.1,0.2,0.5,1.0,4.8
122,Hamidou Diallo\diallha01,SF,21,OKC,17,1,20.2,3.3,7.1,.463,0.2,0.9,.188,3.1,6.2,.505,.475,1.2,1.8,.677,0.9,2.5,3.5,0.7,1.2,0.3,0.9,2.4,8.0
123,Gorgui Dieng\dienggo01,C,30,MIN,32,13,18.0,2.7,6.1,.439,0.9,2.5,.358,1.8,3.6,.496,.513,1.3,1.6,.800,1.6,4.2,5.8,1.3,0.9,1.0,0.9,2.0,7.5
124,Spencer Dinwiddie\dinwisp01,SG,26,BRK,36,25,30.8,7.4,17.6,.420,1.9,6.4,.289,5.6,11.2,.496,.473,5.7,7.2,.795,0.3,2.8,3.1,6.2,0.8,0.4,2.9,3.3,22.4
125,Donte DiVincenzo\divindo01,SG,23,MIL,34,20,22.6,3.1,7.1,.440,1.1,3.4,.322,2.1,3.8,.547,.516,1.0,1.2,.805,0.9,3.7,4.6,2.3,1.5,0.2,1.2,1.7,8.4
126,Luka Dončić\doncilu01,PG,20,DAL,32,32,32.8,9.6,20.2,.474,3.1,9.4,.331,6.5,10.8,.600,.552,7.3,9.1,.805,1.5,8.3,9.7,8.9,1.2,0.2,4.2,2.4,29.7
127,Luguentz Dort\dortlu01,SG,20,OKC,7,0,16.4,1.1,3.6,.320,0.1,2.0,.071,1.0,1.6,.636,.340,0.9,1.4,.600,0.1,1.3,1.4,0.4,0.3,0.0,0.4,2.6,3.3
128,Damyean Dotson\dotsoda01,SG,25,NYK,31,0,16.6,2.2,5.4,.407,1.0,3.3,.317,1.2,2.1,.545,.503,0.5,0.7,.696,0.1,1.5,1.6,1.3,0.4,0.1,0.4,0.7,5.9
129,Sekou Doumbouya\doumbse01,SF,19,DET,11,4,14.3,2.2,4.8,.453,0.5,1.7,.263,1.7,3.1,.559,.500,0.7,1.2,.615,0.5,2.5,2.9,0.2,0.6,0.2,0.5,1.9,5.5
130,Goran Dragić\dragigo01,PG,33,MIA,26,1,28.2,5.5,12.1,.451,2.3,5.7,.412,3.1,6.4,.485,.548,2.6,3.6,.723,0.4,2.8,3.2,5.0,0.6,0.3,2.5,1.8,15.9
131,Andre Drummond\drumman01,C,26,DET,36,35,33.8,7.1,13.5,.529,0.0,0.5,.000,7.1,13.0,.550,.529,3.3,5.1,.636,4.4,11.6,16.0,2.7,2.0,1.9,3.6,3.8,17.5
132,Jared Dudley\dudleja01,SF,34,LAL,24,1,7.7,0.5,1.2,.393,0.4,0.8,.526,0.0,0.4,.111,.571,0.1,0.1,1.000,0.1,0.7,0.8,0.6,0.3,0.0,0.1,0.8,1.4
133,Kris Dunn\dunnkr01,PG,25,CHI,37,18,24.1,2.9,6.8,.423,0.5,2.1,.234,2.4,4.8,.506,.458,0.7,1.0,.722,0.5,2.9,3.5,3.3,2.0,0.4,1.1,3.5,7.0
134,Carsen Edwards\edwarca01,SG,21,BOS,25,0,10.1,1.1,3.5,.307,0.7,2.2,.315,0.4,1.4,.294,.403,0.4,0.5,.846,0.2,1.4,1.6,0.7,0.3,0.1,0.5,0.9,3.3
135,Henry Ellenson\ellenhe01,PF,23,BRK,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4
136,Wayne Ellington\ellinwa01,SG,32,NYK,20,1,13.9,1.4,4.4,.310,1.1,3.7,.301,0.3,0.7,.357,.437,0.2,0.3,.667,0.1,1.6,1.6,0.9,0.4,0.1,0.7,1.1,4.0
137,Joel Embiid\embiijo01,C,25,PHI,31,31,31.1,7.7,16.3,.472,1.2,3.8,.322,6.5,12.5,.518,.510,6.8,8.1,.837,2.5,9.8,12.3,3.3,0.8,1.4,3.0,3.5,23.4
138,James Ennis\ennisja01,SF,29,PHI,37,0,17.8,2.3,5.2,.450,0.9,2.5,.363,1.4,2.7,.530,.537,1.1,1.4,.774,1.2,2.3,3.4,0.9,0.5,0.3,0.6,2.1,6.6
139,Drew Eubanks\eubandr01,PF,22,SAS,5,0,6.8,1.6,2.6,.615,0.0,0.0,,1.6,2.6,.615,.615,0.2,0.2,1.000,1.2,2.0,3.2,0.4,0.0,0.2,0.8,0.8,3.4
140,Jacob Evans\evansja02,SG,22,GSW,17,0,15.0,1.5,4.8,.309,0.5,1.2,.381,1.0,3.5,.283,.358,1.1,1.2,.857,0.2,1.3,1.5,0.9,0.2,0.4,1.1,1.5,4.5
141,Dante Exum\exumda01,SG,24,TOT,17,0,10.8,1.9,3.4,.552,0.5,1.1,.500,1.4,2.4,.575,.629,0.8,1.0,.765,0.2,1.2,1.4,0.9,0.4,0.1,1.1,0.8,5.1
141,Dante Exum\exumda01,SG,24,UTA,11,0,7.5,0.9,2.1,.435,0.2,0.5,.333,0.7,1.5,.471,.478,0.2,0.2,1.000,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2
141,Dante Exum\exumda01,G,24,CLE,6,0,16.7,3.7,5.8,.629,1.2,2.0,.583,2.5,3.8,.652,.729,1.8,2.5,.733,0.0,2.0,2.0,1.3,0.8,0.0,1.3,1.0,10.3
142,Tacko Fall\fallta01,C,24,BOS,3,0,3.7,2.0,2.7,.750,0.0,0.0,,2.0,2.7,.750,.750,0.3,0.7,.500,0.0,2.3,2.3,0.0,0.0,0.7,1.0,1.0,4.3
143,Derrick Favors\favorde01,C,28,NOP,21,19,24.1,4.1,7.1,.573,0.0,0.2,.250,4.0,7.0,.582,.577,0.7,1.2,.560,3.5,6.8,10.3,2.2,0.5,1.1,1.3,2.3,8.9
144,Terrance Ferguson\fergute01,SF,21,OKC,31,31,26.8,1.9,4.8,.389,1.2,3.7,.322,0.7,1.1,.618,.513,0.2,0.3,.778,0.6,1.2,1.8,0.9,0.5,0.3,0.7,3.4,5.2
145,Bruno Fernando\fernabr01,C,21,ATL,36,8,11.9,1.5,3.2,.478,0.1,0.8,.148,1.4,2.4,.580,.496,0.6,0.9,.618,1.1,2.0,3.1,1.0,0.3,0.3,0.8,1.8,3.8
146,Yogi Ferrell\ferreyo01,PG,26,SAC,28,0,13.2,1.7,4.2,.407,0.4,1.5,.262,1.3,2.7,.487,.453,1.0,1.1,.875,0.1,1.1,1.3,1.6,0.4,0.1,0.7,0.8,4.8
147,Dorian Finney-Smith\finnedo01,PF,26,DAL,36,33,29.1,3.3,7.0,.468,1.5,3.9,.390,1.8,3.1,.568,.577,1.0,1.4,.712,1.9,3.4,5.3,1.4,0.7,0.5,0.9,2.1,9.1
148,Bryn Forbes\forbebr01,SG,26,SAS,35,34,25.9,3.9,9.8,.401,2.2,6.0,.365,1.7,3.7,.458,.513,1.2,1.3,.872,0.3,2.2,2.4,1.8,0.5,0.0,0.9,1.8,11.2
149,Evan Fournier\fournev01,SG,27,ORL,37,37,31.2,6.7,14.2,.471,2.5,6.2,.407,4.2,8.0,.522,.561,2.8,3.5,.808,0.1,2.5,2.6,3.2,1.0,0.2,1.9,2.5,18.8
150,De'Aaron Fox\foxde01,PG,22,SAC,20,18,30.2,6.3,13.7,.460,1.0,3.2,.313,5.3,10.5,.505,.496,4.7,6.5,.721,0.9,3.0,3.9,6.8,1.3,0.5,3.4,2.9,18.3
151,Melvin Frazier\frazime01,SG,23,ORL,10,0,3.7,0.4,1.4,.286,0.3,0.6,.500,0.1,0.8,.125,.393,0.1,0.2,.500,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.7,1.2
152,Tim Frazier\fraziti01,PG,29,DET,23,11,13.0,1.4,3.7,.393,0.4,1.1,.385,1.0,2.5,.397,.452,0.8,1.0,.818,0.3,0.8,1.1,3.5,0.6,0.1,1.2,1.5,4.1
153,Markelle Fultz\fultzma01,PG,21,ORL,36,31,26.5,4.7,10.2,.459,0.5,1.9,.254,4.2,8.3,.505,.482,1.6,2.2,.744,0.4,2.6,3.0,4.4,1.3,0.2,1.9,2.0,11.4
154,Wenyen Gabriel\gabriwe01,PF,22,SAC,10,0,5.9,0.5,1.6,.313,0.1,0.8,.125,0.4,0.8,.500,.344,0.5,0.9,.556,0.4,0.6,1.0,0.3,0.3,0.2,0.5,0.7,1.6
155,Daniel Gafford\gaffoda01,C,21,CHI,27,0,12.0,2.0,3.0,.688,0.0,0.0,,2.0,3.0,.688,.688,0.6,1.1,.500,1.1,1.1,2.2,0.4,0.1,1.3,0.4,1.7,4.6
156,Danilo Gallinari\gallida01,PF,31,OKC,31,31,30.4,5.6,13.2,.423,2.9,7.3,.392,2.7,5.9,.462,.532,3.9,4.4,.891,0.6,5.0,5.6,2.2,0.7,0.1,1.4,1.3,18.0
157,Langston Galloway\gallola01,SG,28,DET,38,6,25.7,3.6,8.2,.433,2.1,5.2,.402,1.4,3.0,.487,.561,1.5,1.7,.877,0.4,1.8,2.2,1.4,0.7,0.2,0.7,1.3,10.7
158,Darius Garland\garlada01,PG,20,CLE,37,37,29.1,4.4,11.0,.399,1.8,5.0,.370,2.5,6.0,.423,.483,1.2,1.4,.860,0.5,1.6,2.1,3.2,0.7,0.0,2.5,1.5,11.8
159,Marc Gasol\gasolma01,C,35,TOR,27,27,28.2,2.3,6.4,.364,1.1,3.3,.352,1.2,3.1,.376,.454,0.8,1.0,.750,0.9,5.8,6.6,3.4,0.8,1.1,1.2,3.1,6.6
160,Rudy Gay\gayru01,PF,33,SAS,35,5,22.6,4.0,8.6,.464,1.1,3.2,.339,2.9,5.4,.537,.526,1.9,2.2,.857,1.0,4.9,5.9,1.8,0.5,0.6,1.5,1.4,11.0
161,Paul George\georgpa01,SF,29,LAC,26,26,30.7,7.6,17.8,.429,3.6,9.2,.395,4.0,8.6,.464,.530,4.6,5.1,.909,0.5,5.5,6.0,3.7,1.5,0.5,3.3,2.5,23.5
162,Taj Gibson\gibsota01,C,34,NYK,34,28,16.0,2.0,4.2,.486,0.1,0.3,.200,2.0,3.9,.508,.493,0.4,0.6,.600,1.8,2.6,4.4,1.1,0.6,0.4,0.8,2.2,4.5
163,Harry Giles\gilesha01,PF,21,SAC,13,1,11.0,2.1,4.7,.443,0.0,0.0,,2.1,4.7,.443,.443,0.7,0.8,.900,0.8,1.8,2.7,1.2,0.7,0.3,1.2,2.5,4.8
164,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,37,37,35.5,7.3,15.7,.462,1.2,3.6,.338,6.1,12.1,.499,.501,4.1,5.0,.806,0.7,4.6,5.3,2.8,1.2,0.4,2.0,1.6,19.8
165,Rudy Gobert\goberru01,C,27,UTA,34,34,34.6,5.7,8.5,.666,0.0,0.0,,5.7,8.5,.666,.666,3.2,5.2,.607,3.6,10.7,14.4,1.5,0.7,1.8,2.1,3.1,14.5
166,Brandon Goodwin\goodwbr01,PG,24,ATL,8,0,10.9,2.0,4.4,.457,0.8,1.8,.429,1.3,2.6,.476,.543,0.9,0.9,1.000,0.3,1.4,1.6,1.5,0.6,0.3,0.6,0.9,5.6
167,Aaron Gordon\gordoaa01,PF,24,ORL,32,32,31.3,5.0,12.2,.409,1.1,4.0,.276,3.9,8.2,.473,.454,2.1,3.1,.694,1.7,5.8,7.5,2.8,0.7,0.6,1.7,2.0,13.2
168,Eric Gordon\gordoer01,SG,31,HOU,12,3,28.6,3.9,11.8,.331,2.5,8.0,.313,1.4,3.8,.370,.437,1.5,2.4,.621,0.4,1.3,1.8,1.1,0.5,0.3,1.5,2.0,11.8
169,Devonte' Graham\grahade01,PG,24,CHO,39,29,35.2,6.0,15.7,.381,3.6,9.4,.389,2.3,6.3,.368,.497,3.5,4.2,.824,0.9,2.9,3.8,7.8,0.8,0.3,3.0,1.9,19.1
170,Treveon Graham\grahatr01,SG,26,MIN,29,20,21.1,2.0,5.6,.350,0.6,2.7,.231,1.3,2.9,.459,.405,0.9,1.2,.714,1.0,2.2,3.2,0.9,0.6,0.1,0.6,2.1,5.4
171,Jerami Grant\grantje01,PF,25,DEN,36,3,23.0,3.5,7.5,.463,1.2,3.1,.389,2.3,4.4,.516,.544,1.6,2.3,.675,0.5,2.6,3.1,0.9,0.4,0.6,0.8,1.8,9.7
172,Josh Gray\grayjo01,PG,26,NOP,2,0,11.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0
173,Danny Green\greenda02,SG,32,LAL,37,37,25.4,3.1,7.2,.434,2.0,5.1,.389,1.1,2.1,.545,.573,0.6,0.8,.750,0.7,2.9,3.7,1.4,1.1,0.4,0.9,2.2,8.8
174,Draymond Green\greendr01,PF,29,GSW,27,27,29.0,3.2,8.0,.401,0.8,2.9,.278,2.4,5.1,.471,.452,1.7,2.3,.746,0.6,5.7,6.3,5.6,1.5,0.7,2.3,2.5,9.0
175,JaMychal Green\greenja01,PF,29,LAC,29,0,21.2,2.4,5.9,.412,1.5,4.0,.376,0.9,1.8,.491,.541,0.7,0.9,.840,1.4,4.9,6.4,0.8,0.5,0.3,0.9,2.5,7.1
176,Javonte Green\greenja02,SF,26,BOS,27,0,7.7,1.2,2.2,.559,0.1,0.5,.214,1.1,1.7,.667,.585,0.2,0.3,.667,0.3,1.1,1.4,0.3,0.3,0.1,0.4,0.7,2.8
177,Jeff Green\greenje02,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8
178,Blake Griffin\griffbl01,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
179,Marko Guduric\gudurma01,SG,24,MEM,27,0,14.3,1.7,4.7,.370,0.7,2.4,.281,1.1,2.3,.460,.441,0.6,0.6,.882,0.4,1.6,2.0,1.4,0.3,0.2,1.0,0.9,4.7
180,Rui Hachimura\hachiru01,PF,21,WAS,25,25,29.2,5.8,12.1,.482,0.4,1.9,.208,5.4,10.2,.533,.498,1.8,2.2,.852,1.6,4.2,5.8,1.6,0.7,0.1,0.8,2.3,13.9
181,Devon Hall\hallde01,SG,24,OKC,5,0,4.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0
182,Tim Hardaway\hardati02,SG,27,DAL,33,20,25.4,4.8,11.3,.424,2.6,6.7,.389,2.2,4.6,.474,.539,1.6,1.9,.813,0.3,2.3,2.6,1.7,0.6,0.1,0.9,1.6,13.8
183,James Harden\hardeja01,SG,30,HOU,34,34,37.6,11.3,24.3,.463,5.2,13.5,.386,6.1,10.9,.558,.570,10.6,12.3,.864,1.0,5.0,6.0,7.6,1.8,0.8,4.7,3.3,38.4
184,Maurice Harkless\harklma01,SF,26,LAC,38,27,23.0,2.3,4.4,.509,0.5,1.5,.339,1.8,3.0,.593,.565,0.5,0.9,.556,1.0,2.9,3.9,1.1,1.1,0.7,0.9,2.5,5.6
185,Jared Harper\harpeja01,PG,22,PHO,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Montrezl Harrell\harremo01,C,26,LAC,37,2,29.1,7.9,13.8,.573,0.0,0.4,.000,7.9,13.4,.588,.573,3.6,5.5,.657,2.9,4.4,7.3,1.9,0.7,1.1,1.9,2.3,19.4
187,Gary Harris\harriga01,SG,25,DEN,34,34,33.1,4.2,9.9,.424,1.4,4.3,.324,2.8,5.6,.500,.494,1.3,1.6,.830,0.6,2.3,2.9,2.2,1.4,0.3,1.1,2.4,11.0
188,Joe Harris\harrijo01,SF,28,BRK,36,36,32.0,5.4,11.6,.465,2.6,6.3,.418,2.8,5.4,.521,.578,1.1,1.3,.792,0.9,3.2,4.1,2.2,0.7,0.3,1.4,2.4,14.5
189,Tobias Harris\harrito02,PF,27,PHI,38,38,33.9,7.6,15.6,.487,1.6,4.6,.354,6.0,11.0,.542,.539,2.6,3.2,.805,0.8,5.7,6.5,3.0,0.8,0.7,1.6,2.5,19.4
190,Shaquille Harrison\harrish01,SF,26,CHI,22,4,8.0,1.0,2.6,.386,0.2,0.6,.308,0.8,2.0,.409,.421,0.6,0.9,.650,0.3,1.2,1.5,1.1,0.5,0.2,0.3,1.0,2.8
191,Josh Hart\hartjo01,SF,24,NOP,30,5,27.5,3.6,8.8,.411,2.2,6.2,.348,1.5,2.6,.564,.534,1.3,1.8,.741,0.8,4.8,5.7,1.4,1.0,0.3,1.2,2.8,10.8
192,Isaiah Hartenstein\harteis01,C,21,HOU,13,1,14.7,2.3,3.4,.682,0.0,0.1,.000,2.3,3.3,.698,.682,1.2,1.6,.714,1.5,3.2,4.8,0.8,0.4,0.5,0.9,2.4,5.8
193,Udonis Haslem\hasleud01,PF,39,MIA,2,0,5.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.5,2.0,.750,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,2.5
194,Jaxson Hayes\hayesja02,C,19,NOP,34,10,19.7,3.0,4.7,.635,0.0,0.1,.250,2.9,4.6,.645,.638,2.0,3.0,.650,1.8,2.6,4.4,0.9,0.6,1.1,0.9,2.9,7.9
195,Gordon Hayward\haywago01,SF,29,BOS,18,18,31.7,6.8,12.9,.526,1.4,4.1,.356,5.3,8.8,.604,.582,1.7,2.0,.833,1.1,5.3,6.3,4.2,0.7,0.4,1.7,1.8,16.7
196,John Henson\hensojo01,PF,29,CLE,18,1,13.1,1.9,3.5,.540,0.1,0.8,.143,1.8,2.7,.653,.556,0.4,1.0,.389,1.1,2.7,3.7,1.4,0.6,1.2,0.7,1.6,4.3
197,Dewan Hernandez\hernade01,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0
198,Juan Hernangómez\hernaju01,PF,24,DEN,22,0,12.1,1.1,3.2,.357,0.5,2.0,.267,0.6,1.1,.520,.443,0.4,0.7,.533,0.5,1.7,2.3,0.7,0.0,0.1,0.5,0.7,3.2
199,Willy Hernangómez\hernawi01,C,25,CHO,12,0,6.0,1.0,2.5,.400,0.2,0.7,.250,0.8,1.8,.455,.433,0.5,1.1,.462,0.9,1.3,2.2,0.3,0.1,0.3,0.5,0.4,2.7
200,Tyler Herro\herroty01,SG,20,MIA,35,3,28.6,4.9,11.7,.416,2.0,5.4,.378,2.8,6.3,.448,.502,1.6,1.9,.846,0.3,3.9,4.3,2.1,0.7,0.1,1.9,1.3,13.3
201,Kevin Hervey\herveke01,F,23,OKC,2,0,4.0,0.0,2.0,.000,0.0,1.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
202,Mario Hezonja\hezonma01,PF,24,POR,28,4,16.5,1.6,4.1,.388,0.4,1.4,.308,1.2,2.8,.429,.440,1.0,1.2,.818,0.6,3.4,4.0,0.9,0.6,0.1,0.8,2.3,4.6
203,Buddy Hield\hieldbu01,SG,27,SAC,38,38,34.2,7.4,17.8,.414,3.7,9.9,.372,3.7,7.9,.467,.518,2.0,2.4,.824,0.9,4.2,5.1,3.1,0.8,0.3,2.6,2.6,20.4
204,George Hill\hillge01,PG,33,MIL,36,0,21.5,3.7,6.7,.550,1.6,3.1,.518,2.1,3.6,.577,.669,1.3,1.5,.818,1.0,2.2,3.3,3.0,0.7,0.1,0.9,1.4,10.2
205,Solomon Hill\hillso01,SF,28,MEM,36,2,19.4,2.1,5.2,.403,1.2,3.2,.377,0.9,2.0,.444,.519,0.5,0.7,.731,0.6,2.7,3.3,1.9,0.8,0.1,0.8,1.5,5.9
206,Jaylen Hoard\hoardja01,SF,20,POR,7,0,3.0,0.4,0.9,.500,0.0,0.0,,0.4,0.9,.500,.500,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.1,0.0,0.1,0.1,1.0
207,Aaron Holiday\holidaa01,PG,23,IND,35,17,23.7,3.9,9.4,.415,1.6,3.9,.415,2.3,5.5,.415,.500,1.2,1.3,.872,0.4,2.1,2.5,3.5,0.9,0.2,1.4,2.0,10.5
208,Jrue Holiday\holidjr01,SG,29,NOP,34,34,35.6,7.8,17.9,.438,2.0,5.8,.342,5.9,12.1,.483,.493,2.0,2.8,.708,1.3,3.5,4.9,6.5,1.7,0.7,3.1,2.1,19.6
209,Justin Holiday\holidju01,SG,30,IND,37,2,25.0,2.7,6.6,.407,1.6,4.2,.389,1.0,2.3,.442,.533,0.7,0.8,.839,0.4,3.0,3.4,1.4,1.1,0.5,0.6,1.7,7.7
210,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,29,2,20.6,3.2,6.7,.477,0.1,0.4,.182,3.1,6.3,.495,.482,2.1,2.7,.759,2.3,3.0,5.3,1.6,0.9,0.4,1.0,2.1,8.6
211,Richaun Holmes\holmeri01,C,26,SAC,37,33,29.4,5.5,8.4,.660,0.0,0.0,,5.5,8.4,.660,.660,2.1,2.5,.817,3.1,5.4,8.5,1.0,1.1,1.4,1.2,3.9,13.1
212,Rodney Hood\hoodro01,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0
213,Al Horford\horfoal01,C,33,PHI,34,34,30.7,5.1,11.2,.453,1.4,4.0,.341,3.7,7.2,.514,.513,0.8,1.1,.692,1.6,4.9,6.5,3.7,1.0,0.9,1.1,2.2,12.3
214,Talen Horton-Tucker\hortota01,SG,19,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
215,Danuel House\houseda01,SF,26,HOU,29,27,30.8,3.8,8.8,.434,2.2,5.7,.380,1.7,3.1,.533,.557,1.2,1.6,.761,1.1,2.9,4.0,1.3,1.0,0.6,0.9,2.2,11.0
216,Dwight Howard\howardw01,C,34,LAL,37,0,19.6,2.9,3.9,.743,0.1,0.1,.500,2.8,3.8,.750,.750,1.3,2.6,.485,2.2,4.7,6.9,0.6,0.4,1.5,1.2,3.3,7.1
217,Kevin Huerter\huertke01,SG,21,ATL,26,18,27.0,4.0,9.5,.417,2.0,5.3,.381,1.9,4.2,.463,.524,1.2,1.5,.842,0.5,3.2,3.8,3.4,1.0,0.5,1.8,2.1,11.2
218,De'Andre Hunter\huntede01,SF,22,ATL,36,35,31.8,4.5,11.1,.403,1.7,4.9,.349,2.8,6.3,.444,.479,1.7,2.2,.772,0.4,3.3,3.8,1.8,0.6,0.3,1.7,2.6,12.3
219,Chandler Hutchison\hutchch01,SF,23,CHI,10,6,15.9,2.0,4.4,.455,0.5,1.2,.417,1.5,3.2,.469,.511,1.9,2.9,.655,0.1,3.2,3.3,0.8,0.5,0.2,1.2,1.2,6.4
220,Serge Ibaka\ibakase01,C,30,TOR,27,10,25.9,5.9,11.9,.494,0.9,2.5,.353,5.0,9.3,.532,.531,2.0,2.7,.764,2.2,6.1,8.3,1.2,0.4,0.9,2.0,2.7,14.6
221,Ersan İlyasova\ilyaser01,PF,32,MIL,35,4,17.1,3.0,5.8,.510,1.0,2.6,.385,2.0,3.2,.611,.596,1.4,1.7,.817,1.2,4.1,5.4,1.0,0.4,0.3,0.6,1.4,8.3
222,Joe Ingles\inglejo01,SF,32,UTA,36,16,30.0,3.7,8.3,.444,2.1,5.2,.412,1.5,3.1,.500,.574,1.0,1.3,.804,0.4,4.0,4.4,4.6,0.9,0.2,1.9,2.2,10.5
223,Brandon Ingram\ingrabr01,PF,22,NOP,33,33,34.2,8.9,18.6,.480,2.4,5.8,.404,6.6,12.8,.515,.544,4.9,5.7,.867,0.9,6.0,6.8,3.8,1.0,0.8,2.9,3.0,25.2
224,Kyrie Irving\irvinky01,PG,27,BRK,11,11,33.8,10.2,22.9,.444,2.8,8.3,.341,7.4,14.6,.503,.506,5.4,5.7,.937,0.9,4.5,5.4,7.2,1.1,0.5,2.4,2.9,28.5
225,Jonathan Isaac\isaacjo01,SF,22,ORL,32,32,29.7,4.7,10.1,.463,0.9,2.8,.330,3.7,7.2,.515,.509,1.8,2.3,.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0
226,Wesley Iwundu\iwundwe01,SF,25,ORL,23,7,16.5,1.3,3.8,.345,0.2,1.0,.167,1.1,2.7,.413,.368,1.3,1.5,.882,0.5,2.0,2.5,0.9,0.6,0.3,0.5,1.3,4.1
227,Frank Jackson\jacksfr01,PG,21,NOP,29,1,12.7,2.0,5.3,.368,0.7,2.5,.278,1.3,2.9,.446,.432,0.9,1.1,.818,0.2,1.0,1.1,0.8,0.3,0.0,0.8,1.3,5.6
228,Jaren Jackson\jacksja02,C,20,MEM,37,37,28.3,6.5,13.5,.479,2.6,6.4,.408,3.8,7.1,.544,.576,2.3,3.0,.757,1.1,3.9,5.0,1.5,0.6,1.5,1.7,4.1,17.8
229,Justin Jackson\jacksju01,PF,24,DAL,32,2,15.7,2.3,5.8,.408,0.9,3.0,.305,1.4,2.8,.517,.486,0.7,0.8,.808,0.4,2.2,2.6,0.6,0.2,0.1,0.2,1.2,6.3
230,Reggie Jackson\jacksre01,PG,29,DET,2,2,18.0,2.0,5.5,.364,0.5,2.5,.200,1.5,3.0,.500,.409,0.5,0.5,1.000,0.5,2.0,2.5,4.0,0.0,0.0,0.5,1.0,5.0
231,Justin James\jamesju01,SG,23,SAC,20,0,9.3,1.4,3.3,.415,0.4,1.1,.318,1.0,2.2,.465,.469,0.2,0.6,.273,0.2,1.1,1.3,0.6,0.3,0.4,0.4,0.7,3.2
232,LeBron James\jamesle01,PG,35,LAL,36,36,35.0,9.6,19.7,.486,2.1,6.2,.347,7.4,13.6,.549,.540,3.8,5.5,.688,1.1,6.7,7.8,10.8,1.3,0.6,3.8,1.8,25.1
233,Amile Jefferson\jeffeam01,PF,26,ORL,11,0,3.7,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.2,0.5,.333,0.5,0.7,1.2,0.4,0.0,0.2,0.2,0.4,0.7
234,DaQuan Jeffries\jeffrda01,SG,22,SAC,2,0,5.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0
